FPC,Description,Size,Ref EAN,Packsize,Subbrand,Norm lineup
81512258,PA Sleep&Play SS5P S5 2x42 VP CEE {CS} [81512258] (4015400224051),S5,4015400224051,Value Pack,S&P,S&P Value Pack
81566411,PA Sleep&Play SF6 S3 3x58 VP CEE {CS} [81566411] (4015400912521),S3,4015400912521,Value Pack,S&P,S&P Value Pack
81566415,PA Sleep&Play SF6 S4 4x50 VP CEE {CS} [81566415] (4015400912613),S4,4015400912613,Value Pack,S&P,S&P Value Pack
81566660,PA Sleep&Play SF6 S5 4x42 VP CEE {CS} [81566660] (4015400912668),S5,4015400912668,Value Pack,S&P,S&P Value Pack
81448298,PA Sleep&Play SS5 S3 2x78 JP CEE NOV {CS} [81448298] (4015400203513),S3,4015400203513,Jumbo Pack,S&P,S&P Jumbo Pack
81448305,PA Sleep&Play SS5 S4 2x68 JP CEE NOV {CS} [81448305] (4015400203544),S4,4015400203544,Jumbo Pack,S&P,S&P Jumbo Pack
81617898,PA SP SF6 S5 3x58 JP CEE rev {CS} [81617898] (8001090277978),S5,8001090277978,Jumbo Pack,S&P,S&P Jumbo Pack
81563390,PA BW SN AR3 12x56 GIGA CEEMEA exEUS {CS} [81563390] (4015400622284),12x,4015400622284,Wipes 12x,Wipes,Wipes 12x
81563391,PA BW SN AR3 12x56 GIGA CEEMEA exMQZ {CS} [81563391] (),12x,4015400622284,Wipes 12x,Wipes,Wipes 12x
81565072,PA BW FC AR3 12x64 GIGA CEEMEA exEUS {CS} [81565072] (),12x,4015400622598,Wipes 12x,Wipes,Wipes 12x
81565073,PA BW FC AR3 12x64 GIGA CEEMEA exMQZ {CS} [81565073] (4015400622598),12x,4015400622598,Wipes 12x,Wipes,Wipes 12x
81483194,PA BW NC FF AR2 12x64 SRP CEEMEA exEUS {CS} [81483194] (4015400636946),1x - single,4015400636946,1x - single,Wipes,Wipes 1x
81483375,PA BW SN AR2 12x56 LID SRP CEEMEA exMQZ {CS} [81483375] (4015400636601),1x - single,4015400636601,1x - single,Wipes,Wipes 1x
81483414,PA BW SN AR2 12x56 LID SRP CEEMEA exEUS {CS} [81483414] (4015400636601),1x - single,4015400636601,1x - single,Wipes,Wipes 1x
81484106,PA BW FC AR2 12x64 SRP CEEMEA exMQZ {CS} [81484106] (4015400439103),1x - single,4015400439103,1x - single,Wipes,Wipes 1x
81550638,PA BW FC AR3 12x64 LID SRP CEEMEA exEUS {CS} [81550638] (4015400439103),1x - single,4015400439103,1x - single,Wipes,Wipes 1x
81550639,PA BW FC AR3 12x64 LID SRP CEEMEA exMQZ {CS} [81550639] (4015400439103),1x - single,4015400439103,1x - single,Wipes,Wipes 1x
81551155,PA BW SN AR3 12x56 LID SRP CEEMEA exMQZ {CS} [81551155] (4015400636632),1x - single,4015400636632,1x - single,Wipes,Wipes 1x
81551156,PA BW SN AR3 12x56 LID SRP CEEMEA exEUS {CS} [81551156] (4015400636632),1x - single,4015400636632,1x - single,Wipes,Wipes 1x
81554148,PA BW NC FF AR3 12x64 LID SRP CEEMEA EUS {CS} [81554148] (4015400636823),1x - single,4015400636823,1x - single,Wipes,Wipes 1x
81491726,PA BW SN NB AR2 12x54 LID SRP CEEMEA {CS} [81491726] (4015400686095),1x - single NB,4015400686095,1x - single NB,Wipes,Wipes 1x - NewBorn
81554146,PA BW SN NB AR3 12x54 LID SRP CEEMEA {CS} [81554146] (4015400686095),1x - single NB,4015400686095,1x - single NB,Wipes,Wipes 1x - NewBorn
81483196,PA BW NC FF AR2 6X2X64 SRP CEEMEA exEUS {CS} [81483196] (4015400637004),2x - duo,4015400637004,2x - duo,Wipes,Wipes 2x
81483376,PA BW SN AR2 6x2x56 SRP CEEMEA exMQZ {CS} [81483376] (4015400636663),2x - duo,4015400636663,2x - duo,Wipes,Wipes 2x
81483430,PA BW SN AR2 6x2x56 SRP CEEMEA exEUS {CS} [81483430] (4015400636663),2x - duo,4015400636663,2x - duo,Wipes,Wipes 2x
81484113,PA BW FC AR2 6x2x64 SRP CEEMEA exMQZ {CS} [81484113] (4015400439196),2x - duo,4015400439196,2x - duo,Wipes,Wipes 2x
81550640,PA BW FC AR3 6x2x64 SRP CEEMEA exEUS {CS} [81550640] (4015400439196),2x - duo,4015400439196,2x - duo,Wipes,Wipes 2x
81550641,PA BW FC AR3 6x2x64 SRP CEEMEA exMQZ {CS} [81550641] (4015400439196),2x - duo,4015400439196,2x - duo,Wipes,Wipes 2x
81551157,PA BW SN AR3 6x2x56 SRP CEEMEA exMQZ {CS} [81551157] (4015400636663),2x - duo,4015400636663,2x - duo,Wipes,Wipes 2x
81551158,PA BW SN AR3 6x2x56 SRP CEEMEA exEUS {CS} [81551158] (4015400636663),2x - duo,4015400636663,2x - duo,Wipes,Wipes 2x
81554149,PA BW NC FF AR3 6X2X64 SRP CEEMEA exEUS {CS} [81554149] (4015400637004),2x - duo,4015400637004,2x - duo,Wipes,Wipes 2x
81483197,PA BW NC FF AR2 3X4X64 SRP CEEMEA exEUS {CS} [81483197] (4015400637035),4x - quatro,4015400637035,4x - quatro,Wipes,Wipes 4x
81483377,PA BW SN AR2 3x4x56 SRP CEEMEA exMQZ {CS} [81483377] (4015400636700),4x - quatro,4015400636700,4x - quatro,Wipes,Wipes 4x
81484119,PA BW FC AR2 3x4x64 SRP CEEMEA exMQZ {CS} [81484119] (4015400439257),4x - quatro,4015400439257,4x - quatro,Wipes,Wipes 4x
81551132,PA BW FC AR3 3x4x64 SRP CEEMEA exEUS {CS} [81551132] (4015400622727),4x - quatro,4015400622727,4x - quatro,Wipes,Wipes 4x
81551133,PA BW FC AR3 3x4x64 SRP CEEMEA exMQZ {CS} [81551133] (4015400622727),4x - quatro,4015400622727,4x - quatro,Wipes,Wipes 4x
81551844,PA BW SN AR3 3x4x56 SRP CEEMEA exMQZ {CS} [81551844] (4015400622062),4x - quatro,4015400622062,4x - quatro,Wipes,Wipes 4x
81551845,PA BW SN AR3 3x4x56 SRP CEEMEA exEUS {CS} [81551845] (4015400622062),4x - quatro,4015400622062,4x - quatro,Wipes,Wipes 4x
81554446,PA BW NC FF AR3 3X4X64 SRP EMEA {CS} [81554446] (4015400622475),4x - quatro,4015400622475,4x - quatro,Wipes,Wipes 4x
81483410,PA BW SN AR2 2x6x56 SRP CEEMEA exMQZ {CS} [81483410] (4015400636731),6x - Sextet,4015400636731,6x - Sextet,Wipes,Wipes 6x
81484124,PA BW FC AR2 2x6x64 CEEMEA exMQZ {CS} [81484124] (4015400439288),6x - Sextet,4015400439288,6x - Sextet,Wipes,Wipes 6x
81493635,PA BW NC FF AR2 2X6X64 SRP CEEMEA exEUS {CS} [81493635] (4015400689089),6x - Sextet,4015400689089,6x - Sextet,Wipes,Wipes 6x
81551142,PA BW FC AR3 2x6x64 SRP CEEMEA exEUS {CS} [81551142] (4015400439288),6x - Sextet,4015400439288,6x - Sextet,Wipes,Wipes 6x
81551143,PA BW FC AR3 2x6x64 SRP CEEMEA exMQZ {CS} [81551143] (4015400439288),6x - Sextet,4015400439288,6x - Sextet,Wipes,Wipes 6x
81551850,PA BW SN AR3 2x6x56 SRP CEEMEA exMQZ {CS} [81551850] (4015400636731),6x - Sextet,4015400636731,6x - Sextet,Wipes,Wipes 6x
81551851,PA BW SN AR3 2x6x56 SRP CEEMEA exEUS {CS} [81551851] (4015400636731),6x - Sextet,4015400636731,6x - Sextet,Wipes,Wipes 6x
81554447,PA BW NC FF AR3 2X6X64 SRP EMEA {CS} [81554447] (4015400689089),6x - Sextet,4015400689089,6x - Sextet,Wipes,Wipes 6x
81563388,PA BW SN AR3 9x56 MEGA CEEMEA exEUS {CS} [81563388] (4015400622253),9x - nonet,4015400622253,Wipes 9x,Wipes,Wipes 9x
81563389,PA BW SN AR3 9x56 MEGA CEEMEA exMQZ {CS} [81563389] (4015400622253),9x - nonet,4015400622253,Wipes 9x,Wipes,Wipes 9x
81565070,PA BW FC AR3 9x64 MEGA CEEMEA exEUS {CS} [81565070] (4015400622567),9x - nonet,4015400622567,Wipes 9x,Wipes,Wipes 9x
81565071,PA BW FC AR3 9x64 MEGA CEEMEA exMQZ {CS} [81565071] (4015400622567),9x - nonet,4015400622567,Wipes 9x,Wipes,Wipes 9x
81605028,PA BW DRP (48XSN56+72XFC64) AR3 CEN {CS} [81605028] (8001090180063),DRP,8001090180063,DRP,Wipes,Wipes DRP
81605029,PA BW DRP (48XSN56+72XFC64) AR3 CES {CS} [81605029] (8001090180063),DRP,8001090180063,DRP,Wipes,Wipes DRP
81630299,PA ABD M6 S4 1x106 MBM CEE BB {CS} [81630299] (4015400737254),S4,4015400737254,Mega Box Mini,BSOD,BSOD Minibox
81630301,PA ABD M6 S4 1x106 MBM CEE GYO BB {CS} [81630301] (4015400737254),S4,4015400737254,Mega Box Mini,BSOD,BSOD Minibox
81630307,PA ABD M6 S4 2x49 VP CEE DCT BB {CS} [81630307] (4015400735649),S4,4015400735649,Value Pack,BSOD,BSOD Value Pack
81630311,PA ABD M6 S4P 1x96 MBM CEE BB {CS} [81630311] (4015400737292),S4P,4015400737292,Mega Box Mini,BSOD,BSOD Minibox
81630313,PA ABD M6 S4P 1x96 MBM CEE GYO BB {CS} [81630313] (4015400737292),S4P,4015400737292,Mega Box Mini,BSOD,BSOD Minibox
81630314,PA ABD M6 S4P 2x53 VPP CEE BB {CS} [81630314] (8001090388612),S4P,8001090388612,Value Pack Plus,BSOD,BSOD Value Pack Plus
81630500,PA SRP ABD M6 S4 8x36 CP PL HU HR {CS} [81630500] (8001090389763),S4,8001090389763,Carry Pack SRP,BSOD,BSOD Carry Pack SRP
81630501,PA SRP ABD M6 S3 8x42 CP PL HU HR {CS} [81630501] (8001090389794),S3,8001090389794,Carry Pack SRP,BSOD,BSOD Carry Pack SRP
81636922,PA SRP PC PRNC (S1+S2) VP CEN {CS} [81636922] (4015400817659),Mix,4015400817659,Offline Manipulation,Premium,Premium Value Pack SRP
81629727,PA PC PRNC S3 1x120 MB CE EUS {CS} [81629727] (4015400489368),S3,4015400489368,Mega Box,Premium,Premium Mega Box
81630308,PA ABD M6 S4 2x49 VP CEE DCT GYO BB {CS} [81630308] (4015400735649),S4,4015400735649,Value Pack,BSOD,BSOD Value Pack
81630309,PA ABD M6 S4 4x49 SRP CEE BB {CS} [81630309] (4015400737452),S4,4015400737452,Online Discounter VP SRP,BSOD,BSOD Online Discounter VP SRP
81630315,PA ABD M6 S4P 2x53 VPP CEE GYO BB {CS} [81630315] (8001090388612),S4P,8001090388612,Value Pack Plus,BSOD,BSOD Value Pack Plus
81635078,PA NBD M6 S2 3x76 VPP HU/HR/CZ/SK {CS} [81635078] (8001090441164),S2,8001090441164,Value Pack Plus,BSOD,BSOD Offline VPP SRP
81636924,PA SRP 2xPC PRNC S2 2x80 VP CEN,S2,4015400817710,Offline Manipulation,Premium,Premium Value Pack SRP
81636925,PA SRP 2xPC PRNC S2 2x80 VP CES,S2,4015400817710,Offline Manipulation,Premium,Premium Value Pack SRP
81636923,PA SRP PC PRNC (S1 2X88+S2 2x80) VP CES,S1+S2,4015400817659,Offline Manipulation,Premium,Premium Value Pack SRP
81636089,PA ABD M6 S6 1x124 MSB CEET,S6,8001090448422,Monthly Saving Box,BSOD,BSOD Monthly Saving Box
81636087,PA ABD M6 S4P 1x152 MSB CEET,S4P,8001090448392,Monthly Saving Box,BSOD,BSOD Monthly Saving Box
81630310,PA ABD M6 S4 4x49 SRP CEE GYO BB,S4,4015400737452,Online Discounter VP SRP,BSOD,BSOD Online Discounter VP SRP
81631824,PA ABD M6 S4 3x49 SRP CEE PTC,S4,8001090402011,Online Discounter VP SRP,BSOD,BSOD Online Discounter VP SRP
81615760,PA ABD M6 S3 3x58 SRP CEE PTC,S3,8001090256492,Online Discounter VP SRP,BSOD,BSOD Online Discounter VP SRP
81631828,PA ABD M6 S5 3x42 SRP CEE PTC,S5,8001090402080,Online Discounter VP SRP,BSOD,BSOD Online Discounter VP SRP
81630324,PA ABD M6 S6 2x54 JP CEE BB,S6,4015400244868,Jumbo Pack,BSOD,BSOD Jumbo Pack
81630450,PA ABD M6 S4 3x64 JP CEE PL,S4,8001090278036,Jumbo Pack DCT,BSOD,BSOD Jumbo Pack DCT
81616901,PA ABD M6 S3 2x74 JP (PL),S3,4015400736493,Jumbo Pack DCT,BSOD,BSOD Jumbo Pack DCT
81630305,PA ABD M6 S4 1x147 MBPlus CEE GYO BB,S4,4015400737575,Mega box Plus,BSOD,BSOD MegaBox Plus
81632047,PA SRP NBD M6 S2 8x43 CP PL HU HR,S2,8001090404664,Carry Pack SRP,BSOD,BSOD Carry Pack SRP
81568904,PA NBD M6 S2 4x68 SRP CEE,S2,4015400737377,Online Manipulation,BSOD,BSOD Value Pack SRP
81615758,PA NBD M6 S2 3x68 SRP CEE PTC,S2,8001090256430,Online Discounter VP SRP,BSOD,BSOD Online Discounter VP SRP
81627489,PA PT DT0 S3 4X26 CP CEET DT perf,S3,4015400703976,Carry Pack,Pants Mainline,Pants Mainline Carry Pack
81627490,PA PT DT0 S3 2x60 JP CEET DT perf,S3,4015400682875,Jumbo Pack,Pants Mainline,Pants Mainline Jumbo Pack
81627491,PA PT DT0 S3 1x120 MB CEET DT perf,S3,4015400697176,Mega Box,Pants Mainline,Pants Mainline Mega Box
81630499,PA SRP ABD M6 S5 8x28 CP PL HU HR {CS} [81630499] (8001090389732),S5,8001090389732,Carry Pack SRP,BSOD,BSOD Carry Pack SRP
81634159,PA PC PRNC S0 2x38 PHP TPB,S0,8001090434876,PHP,ProCare,ProCare PHP
81634160,PA PC PRNC S1 2x38 PHP,S1,8001090434906,PHP,ProCare,ProCare PHP
81634161,PA PC PRNC S2 4x36 PHP,S2,8001090434937,PHP,ProCare,ProCare PHP
81634162,PA PC PRNC S3 4x32 PHP,S3,8001090434968,PHP,ProCare,ProCare PHP
81566664,PA Sleep&Play SF6 S3 3x58 VP CEE NOV {CS} [81566664] (4015400912521),S3,4015400912521,Value Pack,S&P,S&P Value Pack
81566841,PA Sleep&Play SF6 S4 4X50 VP CEE NOV {CS} [81566841] (4015400912613),S4,4015400912613,Value Pack,S&P,S&P Value Pack
81566844,PA Sleep&Play SF6 S5 4x42 VP CEE NOV {CS} [81566844] (4015400912668),S5,4015400912668,Value Pack,S&P,S&P Value Pack
81629462,PA PC PRNC S2 1x240 MSB CEET GR {CS} [81629462] (),S2,8001090580740,Monthly Saving Box,Premium,Premium Monthly Saving Box
81629463,PA PC PRNC S3 1x204 MSB CEET GR {CS} [81629463] (),S3,8001090580733,Monthly Saving Box,Premium,Premium Monthly Saving Box
81629464,PA PC PRNC S4 1x168 MSB CEET GR {CS} [81629464] (),S4,8001090580726,Monthly Saving Box,Premium,Premium Monthly Saving Box
81629465,PA PC PRNC S5 1x136 MSB CEET GR {CS} [81629465] (),S5,8001090579515,Monthly Saving Box,Premium,Premium Monthly Saving Box
81623973,PA Sleep&Play SF6 S4 4X50 VP CEE NOV leg {CS} [81623973] (4015400912613),S4,4015400912613,Value Pack,S&P,S&P Value Pack
81624116,PA ABD M6 S4P 2x70 GP CEE NOV leg {CS} [81624116] (4015400736295),S4P,4015400736295,Giant Pack,BSOD,BSOD Giant Pack
81630302,PA ABD M6 S4 1x106 MBM CEE NOV BB {CS} [81630302] (4015400737254),S4,4015400737254,Mega Box Mini,BSOD,BSOD Minibox
81565073,PA BW FC AR3 12x64 GIGA CEEMEA exMQZ {CS} [81565073] (),12x,4015400622598,Wipes 12x,Wipes,Wipes 12x
81565070,PA BW FC AR3 9x64 MEGA CEEMEA exEUS {CS} [81565070] (),9x - nonet,4015400622567,Wipes 9x,Wipes,Wipes 9x
81565071,PA BW FC AR3 9x64 MEGA CEEMEA exMQZ {CS} [81565071] (),9x - nonet,4015400622567,Wipes 9x,Wipes,Wipes 9x
81563391,PA BW SN AR3 12x56 GIGA CEEMEA exMQZ {CS} [81563391] (),12x,4015400622284,Wipes 12x,Wipes,Wipes 12x
81563388,PA BW SN AR3 9x56 MEGA CEEMEA exEUS {CS} [81563388] (),9x - nonet,4015400622253,Wipes 9x,Wipes,Wipes 9x
81563389,PA BW SN AR3 9x56 MEGA CEEMEA exMQZ {CS} [81563389] (),9x - nonet,4015400622253,Wipes 9x,Wipes,Wipes 9x
81646265,PA ABD M6P S4P 3x58 JP CEET DCT {CS} [81646265] (8001090522320),S4P,8001090522320,Jumbo Pack DCT,BSOD,BSOD Jumbo Pack DCT
81640935,PA ABD M6 S3 1x172 MQP CEET {CS} [81640935] (8001090459589),S3,8001090459589,Mega box Plus,BSOD,BSOD MegaBox Plus
81640938,PA ABD M6 S4 1x144 MQP CEET {CS} [81640938] (8001090459626),S4,8001090459626,Mega box Plus,BSOD,BSOD MegaBox Plus
81641394,PA ABD M6 S5 2x50 VPP CEE BB {CS} [81641394] (8001090487834),S5,8001090487834,Value Pack Plus,BSOD,BSOD Value Pack Plus
81640942,PA ABD M6 S5 1x124 MQP CEET GYO {CS} [81640942] (8001090459671),S5,8001090459671,Mega box Plus,BSOD,BSOD MegaBox Plus
81494335,PA PremCare BT20 S2 2x90 JP CEE TAR {CS} [81494335] (4015400521051),S2,4015400521051,Jumbo Pack,Pants Mainline,Pants Mainline Jumbo Pack
81643039,PA PT DM6 S5 4x22 CP CEET TAR {CS} [81643039] (8001090501684),S5,8001090501684,Carry Pack,Pants Mainline,Pants Mainline Carry Pack
81643042,PA PT DM6 S6 4x19 CP CEET TAR {CS} [81643042] (8001090501752),S6,8001090501752,Carry Pack,Pants Mainline,Pants Mainline Carry Pack
81665988,PA BW AR3 DRP (84XSN56+84FC64) LID CES,Mix,8001090691699,DRP,Wipes,Wipes DRP
81665986,PA BW AR3 DRP (96XSN56+96FC64) LID CEN,Mix,8001090691699,DRP,Wipes,Wipes DRP
81637334,PA ABD M6 S4P 1x96 MCM CEET PL,S4P,8001090459350,Mega Box Mini,BSOD,BSOD Minibox
81637324,PA ABD M6 S3 1x124 MQM CEET {CS} [81637324] (8001090459268),S3,8001090459268,Mega Box Mini,BSOD,BSOD Minibox
81637329,PA ABD M6 S4 1x106 MCM CEET {CS} [81637329] (8001090459312),S4,8001090459312,Mega Box Mini,BSOD,BSOD Minibox
81637339,PA ABD M6 S5 1x88 MCM CEET {CS} [81637339] (8001090459398),S5,8001090459398,Mega Box Mini,BSOD,BSOD Minibox
81627450,PA SRP ABD M6 S3 3x68 VPP PL {CS} [81627450] (8001090356925),S3,8001090356925,Biedronka SRP,BSOD,Biedronka SRP
81627452,PA SRP ABD M6 S4P 3x45 VP PL {CS} [81627452] (8001090356987),S4P,8001090356987,Biedronka SRP,BSOD,Biedronka SRP
81627453,PA SRP ABD M6 S5 3x42 VP PL {CS} [81627453] (8001090357014),S5,8001090357014,Biedronka SRP,BSOD,Biedronka SRP
81633164,PA SRP NBD M6 S2 3x76 VPP PL {CS} [81633164] (8001090420954),S2,8001090420954,Biedronka SRP,BSOD,Biedronka SRP
81637289,PA NBD M6 S2 1x100 GC CEET {CS} [81637289] (8001090458841),S2,8001090458841,Giant Pack,BSOD,BSOD Giant Pack
81637297,PA ABD M6 S3 1x108 GQP CEET GYO {CS} [81637297] (8001090458896),S3,8001090458896,Giant Pack Plus,BSOD,BSOD Giant Pack Plus
81637305,PA ABD M6 S4 1x90 GCP CEET {CS} [81637305] (8001090459084),S4,8001090459084,Giant Pack Plus,BSOD,BSOD Giant Pack Plus
81637310,PA ABD M6 S5 1x78 GCP CEET {CS} [81637310] (8001090459145),S5,8001090459145,Giant Pack Plus,BSOD,BSOD Giant Pack Plus
81637312,PA ABD M6 S5 1x78 GCP CEET GYO {CS} [81637312] (8001090459145),S5,8001090459145,Giant Pack Plus,BSOD,BSOD Giant Pack Plus
81637315,PA ABD M6 S6 1x66 GCP CEET {CS} [81637315] (8001090459183),S6,8001090459183,Giant Pack Plus,BSOD,BSOD Giant Pack Plus
81637361,PA ABD M6 S5 1x110 MC CEET {CS} [81637361] (8001090459534),S5,8001090459534,Mega Box,BSOD,BSOD Megabox
81637346,PA ABD M6 S3 1x152 MQ CEET {CS} [81637346] (8001090459442),S3,8001090459442,Mega Box,BSOD,BSOD Megabox
81637348,PA ABD M6 S3 1x152 MQ CEET GYO {CS} [81637348] (8001090459442),S3,8001090459442,Mega Box,BSOD,BSOD Megabox
81637352,PA ABD M6 S4 1x132 MQ CEET GYO {CS} [81637352] (8001090459473),S4,8001090459473,Mega Box,BSOD,BSOD Megabox
81637358,PA ABD M6 S4P 1x120 MQ CEET GYO {CS} [81637358] (8001090459503),S4P,8001090459503,Mega Box,BSOD,BSOD Megabox
81664885,PA SRP NBD M6 S2 8X43 CP CES {CS} [81664885] (8001090728258),S2,8001090728258,Carry Pack SRP,BSOD,BSOD Carry Pack SRP
81669042,PA SRP NBD M6 S1 6X43 VP PL,S1,8001090744470,Biedronka SRP,BSOD,Biedronka SRP
81669043,PA SRP ABD M6 S4 3X49 VP PL,S4,8001090744500,Biedronka SRP,BSOD,Biedronka SRP
81669044,PA SRP ABD M6 S6 3X36 VP PL,S6,8001090744531,Biedronka SRP,BSOD,Biedronka SRP
81606808,PA PT SK6 S4 4x22 CP CEET TAR {CS} [81606808] (8001090190437),S4,8001090190437,Carry Box,Pants Premium,Pants Premium Carry Pack
81606816,PA PT SK6 S3 2x56 VP CEET TAR {CS} [81606816] (4015400732181),S3,4015400732181,Value Box,Pants Premium,Pants Premium Value Pack
81667003,PA NBD M6 S2 1X144 MQM CEET REV {CS} [81667003] (8001090459220),S2,8001090459220,Mega Box Mini,BSOD,BSOD Minibox
81606818,PA PT SK6 S4 2x44 VP CEET TAR {CS} [81606818] (8001090190567),S4,8001090190567,Value Box,Pants Premium,Pants Premium Value Pack
81606820,PA PT SK6 S5 2x40 VP CEET TAR {CS} [81606820] (8001090190598),S5,8001090190598,Value Box,Pants Premium,Pants Premium Value Pack
81606823,PA PT SK6 S6 2x36 VP CEET TAR {CS} [81606823] (8001090190628),S6,8001090190628,Value Box,Pants Premium,Pants Premium Value Pack
81606810,PA PT SK6 S5 4x20 CP CEET TAR {CS} [81606810] (8001090190499),S5,8001090190499,Carry Box,Pants Premium,Pants Premium Carry Pack
81571285,PA NBD M6 S2 9x17 SMP CEE {CS} [81571285] (4015400977834),S2,4015400977834,Small Pack,BSOD,BSOD Small Pack
81571286,PA ABD M6 S3 8x15 SMP CEE {CS} [81571286] (8001090033291),S3,8001090033291,Small Pack,BSOD,BSOD Small Pack
81571287,PA ABD M6 S4 8x13 SMP CEE {CS} [81571287] (8001090033321),S4,8001090033321,Small Pack,BSOD,BSOD Small Pack
81647181,PA ABD M6 S5 8x11 SMP CEE rev {CS} [81647181] (8001090033376),S5,8001090033376,Small Pack,BSOD,BSOD Small Pack
81668601,PA AF BF6 S4 1X168 CES {CS} [81668601] (8001090735003),S4,8001090735003,Monthly Saving Box,Active Fit,AF Monthly Saving Box
81668602,PA AF BF6 S5 1X136 CES {CS} [81668602] (8001090735034),S5,8001090735034,Monthly Saving Box,Active Fit,AF Monthly Saving Box
81668603,PA AF BF6 S6 1X120 CES {CS} [81668603] (8001090735065),S6,8001090735065,Monthly Saving Box,Active Fit,AF Monthly Saving Box
81669008,PA BW SN AR3 24X12 SA SRP CEEMEA RU {CS} [81669008] (4015400636762),Sample,4015400636762,Sample,Wipes,Wipes Sample
81664437,PA SP V7 S3 3x58 VP CEE {CS} [81664437] (8001090746962),S3,8001090746962,Value Pack,S&P,S&P Value Pack
81664438,PA SP V7 S4 3x50 VP CEE {CS} [81664438] (8001090669032),S4,8001090669032,Value Pack,S&P,S&P Value Pack
81664439,PA SP V7 S5 4x42 VP CEE {CS} [81664439] (8001090784667),S5,8001090784667,Value Pack,S&P,S&P Value Pack
81666225,PA PT DM6 Lev S3 2x72 GP CEE TAR {CS} [81666225] (8001090694560),S3,8001090694560,Giant Pack,Pants Mainline,Pants Mainline Giant Pack
81666229,PA PT DM6 Lev S4 2x62 GP CEE TAR {CS} [81666229] (8001090694621),S4,8001090694621,Giant Pack,Pants Mainline,Pants Mainline Giant Pack
81666234,PA PT DM6 Lev S5 2x52 GP CEE TAR {CS} [81666234] (8001090694683),S5,8001090694683,Giant Pack,Pants Mainline,Pants Mainline Giant Pack
81666240,PA PT DM6 Lev S6 3x45 GP CEE TAR {CS} [81666240] (8001090694744),S6,8001090694744,Giant Pack,Pants Mainline,Pants Mainline Giant Pack
81666974,PA SPL POS S3 CP 8X12 EUR EX TAR {CS} [81666974] (8001090698339),S3,8001090698339,Carry Pack,Splashers,Splashers
81666976,PA SPL POS S4 CP 8X11 EUR EX TAR {CS} [81666976] (8001090698377),S4,8001090698377,Carry Pack,Splashers,Splashers
81668262,PA SPL POS S5 CP 8X10 EUR TPB {CS} [81668262] (8001090728944),S5,8001090728944,Carry Pack,Splashers,Splashers
81677242,PA PT DM6 LEV S5 2X48 JP CEE TAR HC UOS {CS} [81677242] (8001090886491),S5,8001090886491,Jumbo Pack,Pants Mainline,Pants Mainline Jumbo Pack
81664440,PA SP V7 S3 3x78 JP CEE {CS} [81664440] (8001090669070),S3,8001090669070,Jumbo Pack,S&P,S&P Jumbo Pack
81666156,PA PT DM6 Lev S3 3x26 CP CEE TAR {CS} [81666156] (8001090822819),S3,8001090822819,Carry Pack,Pants Mainline,Pants Mainline Carry Pack
81666201,PA PT DM6 Lev S6 4x19 CP CEE TAR {CS} [81666201] (8001090823021),S6,8001090823021,Carry Pack,Pants Mainline,Pants Mainline Carry Pack
81672159,PA PT DM6 LEV S4 1X176 MSB CEET TAR {CS} [81672159] (8001090807915),S4,8001090807915,Monthly Saving Box,Pants Mainline,Pants Mainline MSB
81672161,PA PT DM6 LEV S5 1X152 MSB CEET TAR {CS} [81672161] (8001090807991),S5,8001090807991,Monthly Saving Box,Pants Mainline,Pants Mainline MSB
81672163,PA PT DM6 LEV S6 1X132 MSB CEET TAR {CS} [81672163] (8001090808073),S6,8001090808073,Monthly Saving Box,Pants Mainline,Pants Mainline MSB
81679121,PAMPERS DRP MIX 4XM6 (45 CU) PL {CS} [81679121] (8001090918338),Mix,8001090918338,DRP,BSOD,Biedronka DRP
81681719,PA BW SRP AR3 (12 X FC64 + 6 X SN56) PL {CS} [81681719] (8001090388278),Mix,8001090388278,SRP,Wipes,Biedronka Wipes SRP
81682990,PAMPERS DRP MIX SPL 48 CU PL {CS} [81682990] (8001090988010),Mix,8001090988010,DRP,Splashers,Splashers DRP
81685153,PA BW DRP MIX (FC&SN) 48CU CZ/SK/HU {CS} [81685153] (8001841017563),Mix,8001841017563,DRP,Wipes,Wipes 4x Tesco DRP
