fpc,description,it_ean,sw_ean,cs_ean,pt_ean,cpg,category,brand,optima_lineup,family3,phase_in_date,phase_out_date,predecessor,successor
81529511,PA ABD M5P S4 2x58 VPP CEE GYO {CS} [81529511] (4015400735946),4015400735946,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81529512,PA ABD M5P S4P 2x53 VPP CEE GYO {CS} [81529512] (4015400735991),4015400735991,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81529513,PA ABD M5P S5 2x50 VPP CEE GYO {CS} [81529513] (4015400736042),4015400736042,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81555678,PA ABD M6 S3 3x68 VPP CEE {CS} [81555678] (4015400774358),4015400774358,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81555685,PA ABD M6 S4 2x58 VPP CEE {CS} [81555685] (4015400735946),4015400735946,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81555694,PA ABD M6 S4P 3x53 VPP CEE {CS} [81555694] (4015400778813),4015400778813,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81555702,PA ABD M6 S5 2x50 VPP CEE {CS} [81555702] (4015400756804),4015400756804,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81555708,PA ABD M6 S6 2x42 VPP CEE {CS} [81555708] (4015400736097),4015400736097,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81555805,PA ABD M6 S3 3x68 VPP CEE GYO {CS} [81555805] (4015400774358),4015400774358,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81555826,PA ABD M6 S4P 3x53 VPP CEE GYO {CS} [81555826] (4015400778813),4015400778813,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81555841,PA ABD M6 S5 2x50 VPP CEE GYO {CS} [81555841] (4015400756804),4015400756804,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81561952,PA NBD M6 S2 2x76 VPP CEE {CS} [81561952] (4015400735847),4015400735847,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81617901,PA ABD M6 S4 3x58 VPP CEE rev {CS} [81617901] (8001090278005),8001090278005,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81617903,PA ABD M6 S4 3x58 VPP CEE GYO rev {CS} [81617903] (8001090278005),8001090278005,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81407325,PA ActBoy L8PP S5 6X20 CP CEE PF TAR Dgo {CS} [81407325] (4015400255505),4015400255505,0,0,0,r,DPR,BSOD,BSOD Carry Pack,BSOD Carry Pack,2018.01.01,2019.12.31,,
81499599,PA NBD M5P S2 2x94 JP CEE GYO {CS} [81499599] (4015400264606),4015400264606,0,0,0,r,DPR,BSOD,BSOD Jumbo Pack,BSOD Jumbo Pack,2018.01.01,2019.12.31,,
81499723,PA ABD M5P S4P 4x32 CP CEE {CS} [81499723] (4015400537472),4015400537472,0,0,0,r,DPR,BSOD,BSOD Carry Pack,BSOD Carry Pack,2018.01.01,2019.12.31,,
81499817,PA ABD M5P S3 1x150 MB CEE NOV {CS} [81499817] (4015400265191),4015400265191,0,0,0,r,DPR,BSOD,BSOD Megabox,BSOD Megabox,2018.01.01,2019.12.31,,
81500413,PA ABD M5P S3 2x82 JP CEE NOV {CS} [81500413] (4015400265078),4015400265078,0,0,0,r,DPR,BSOD,BSOD Jumbo Pack,BSOD Jumbo Pack,2018.01.01,2019.12.31,,
81525944,PA NBD M5P S2 2x66 VPM CEE M6 ST {CS} [81525944] (4015400649632),4015400649632,0,0,0,r,DPR,BSOD,BSOD Value Pack Minus,BSOD Value Pack Minus,2018.01.01,2019.12.31,,
81529504,PA NBD M5P S2 2x68 VP CEE DCT GYO {CS} [81529504] (4015400735540),4015400735540,0,0,0,r,DPR,BSOD,BSOD Value Pack,BSOD Value Pack,2018.01.01,2019.12.31,,
81529509,PA NBD M5P S2 2x76 VPP CEE GYO {CS} [81529509] (4015400735847),4015400735847,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81529514,PA NBD M5P S2 2x100 GP CEE GYO {CS} [81529514] (4015400736141),4015400736141,0,0,0,r,DPR,BSOD,BSOD Giant Pack,BSOD Giant Pack,2018.01.01,2019.12.31,,
81529519,PA NBD M5P S2 2x80 JP CEE DCT GYO {CS} [81529519] (4015400736448),4015400736448,0,0,0,r,DPR,BSOD,BSOD Jumbo Pack DCT,BSOD Jumbo Pack DCT,2018.01.01,2019.12.31,,
81529529,PA NBD M5P S2 2x76 VPP CEE NOV {CS} [81529529] (4015400735847),4015400735847,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81530082,PA NBD M5P S2 1x144 MBM CEE NOV {CS} [81530082] (4015400737179),4015400737179,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81530083,PA ABD M5P S3 1x126 MBM CEE NOV {CS} [81530083] (4015400737216),4015400737216,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81532726,PA NBD M5P S2 2x76 VPP CEE M6 ST {CS} [81532726] (4015400735847),4015400735847,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81532727,PA NBD M5P S2 2x80 JP CEE DCT M6 ST {CS} [81532727] (4015400736448),4015400736448,0,0,0,r,DPR,BSOD,BSOD Jumbo Pack DCT,BSOD Jumbo Pack DCT,2018.01.01,2019.12.31,,
81558022,PA ABD M5P S4 1x106 MBM GYO CES {CS} [81558022] (4015400737254),4015400737254,0,0,0,r,DPR,BSOD,BSOD Minibox,BSOD Minibox,2018.01.01,2019.12.31,,
81558025,PA ABD M5P S4 1x132 MB GYO CES {CS} [81558025] (4015400265221),4015400265221,0,0,0,r,DPR,BSOD,BSOD Megabox,BSOD Megabox,2018.01.01,2019.12.31,,
81558029,PA ABD M5P S4 1x90 GPP CEN {CS} [81558029] (4015400737056),4015400737056,0,0,0,r,DPR,BSOD,BSOD Giant Pack Plus,BSOD Giant Pack Plus,2018.01.01,2019.12.31,,
81630252,PA ABD M6 S3 2x90 GP CEE GYO BB {CS} [81630252] (4015400736196),4015400736196,0,0,0,r,DPR,BSOD,BSOD Giant Pack,BSOD Giant Pack,2018.01.01,2019.12.31,,
81630253,PA NBD M6 S1 4x43 VP CEE BB {CS} [81630253] (4015400444053),4015400444053,0,0,0,r,DPR,BSOD,BSOD Value Pack,BSOD Value Pack,2018.01.01,2019.12.31,,
81630255,PA ABD M6 S3 2x90 GP CEE BB {CS} [81630255] (4015400736196),4015400736196,0,0,0,r,DPR,BSOD,BSOD Giant Pack,BSOD Giant Pack,2018.01.01,2019.12.31,,
81630297,PA NBD M6 S2 2x94 JP CEE BB {CS} [81630297] (4015400264606),4015400264606,0,0,0,r,DPR,BSOD,BSOD Jumbo Pack,BSOD Jumbo Pack,2018.01.01,2019.12.31,,
81630304,PA ABD M6 S4 1x147 MBPlus CEE BB {CS} [81630304] (4015400737575),4015400737575,0,0,0,r,DPR,BSOD,BSOD MegaBox Plus,BSOD MegaBox Plus,2018.01.01,2019.12.31,,
81630316,PA ABD M6 S5 1x150 MSB CEE BB {CS} [81630316] (8001090172587),8001090172587,0,0,0,r,DPR,BSOD,BSOD Monthly Saving Box,BSOD Monthly Saving Box,2018.01.01,2019.12.31,,
81630449,PA ABD M6 S4 3x58 VPP PL {CS} [81630449] (8001090278005),8001090278005,0,0,0,r,DPR,BSOD,BSOD Value Pack Plus,BSOD Value Pack Plus,2018.01.01,2019.12.31,,
81630481,PA NBD M6 S2 4x43 CP CEE BB {CS} [81630481] (4015400704287),4015400704287,0,0,0,r,DPR,BSOD,BSOD Carry Pack,BSOD Carry Pack,2018.01.01,2019.12.31,,
81635112,PA NBD M6 S2 3x76 VPP CEN {CS} [81635112] (8001090441164),8001090441164,0,0,0,r,DPR,BSOD,BSOD Offline VPP SRP,BSOD Offline VPP SRP,2018.01.01,2019.12.31,,
81502256,PA Bedmats 3X7 Hex compact bag WE v2 {CS} [81502256] (4015400333432),4015400333432,0,0,0,r,DPR,Mats,BedMats x1,BedMats x1,2018.01.01,2019.12.31,,
81522604,PA Bedmats 3X7 Hex compact bag CES {CS} [81522604] (4015400333432),4015400333432,0,0,0,r,DPR,Mats,BedMats x1,BedMats x1,2018.01.01,2019.12.31,,
81502253,PA Changemats 5X12 Hex WE v2 {CS} [81502253] (4015400827405),4015400827405,0,0,0,r,DPR,Mats,ChangeMats x12,ChangeMats x12,2018.01.01,2019.12.31,,
81522602,PA Changemats 5X12 Hex CES {CS} [81522602] (4015400827405),4015400827405,0,0,0,r,DPR,Mats,ChangeMats x12,ChangeMats x12,2018.01.01,2019.12.31,,
81480086,PAMPERS PANTS DT0 S4 4X24 CP CEEMEA TAR {CS} [81480086] (4015400672616),4015400672616,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81530035,Pampers Pants DT0 S4 4X24 CP CEEMEA NOV {CS} [81530035] (4015400672616),4015400672616,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81530036,Pampers Pants DT0 S5 4X22 CP CEEMEA NOV {CS} [81530036] (4015400672654),4015400672654,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81541183,Pampers PT DT0 S5 4X22 CP CEEMEA TAR V2 {CS} [81541183] (4015400672654),4015400672654,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81544138,Pampers Pants DT0 S6 4X19 CP CEEMEA TAR {CS} [81544138] (4015400673361),4015400673361,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81544139,Pampers Pants DT0 S6 4X19 CP CEEMEA NOV {CS} [81544139] (4015400673361),4015400673361,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81547286,PA PT DT0 S3 4X26 CP CEEMEA TAR wo EE {CS} [81547286] (4015400703976),4015400703976,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81547287,PA PT DT0 S4 4X24 CP CEEMEA TAR wo EE {CS} [81547287] (4015400672616),4015400672616,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81547288,PA PT DT0 S5 4X22 CP CEEMEA TAR wo EE {CS} [81547288] (4015400672654),4015400672654,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81579624,PA PT DT0 S3 4X26 CP CEET DT TAR {CS} [81579624] (4015400703976),4015400703976,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81580676,PA PT DT0 S4 4X24 CP CEET DT TAR {CS} [81580676] (4015400672616),4015400672616,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81580678,PA PT DT0 S5 4X22 CP CEET DT TAR {CS} [81580678] (4015400672654),4015400672654,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81580681,PA PT DT0 S6 4X19 CP CEET DT TAR {CS} [81580681] (4015400673361),4015400673361,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81530038,Pampers Pants DT0 S4 2X52 JP CEEMEA NOV {CS} [81530038] (4015400672838),4015400672838,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81544140,Pampers Pants DT0 S6 2X44 JP CEEMEA TAR {CS} [81544140] (4015400674016),4015400674016,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81544141,Pampers Pants DT0 S6 2X44 JP CEEMEA NOV {CS} [81544141] (4015400674016),4015400674016,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81547282,PA PT DT0 S3 2x60 JP CEEMEA TAR wo EE {CS} [81547282] (4015400682875),4015400682875,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81547283,PA PT DT0 S4 2X52 JP CEEMEA TAR wo EE {CS} [81547283] (4015400672838),4015400672838,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81547284,PA PT DT0 S5 2X48 JP CEEMEA TAR wo EE {CS} [81547284] (4015400672876),4015400672876,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81579625,PA PT DT0 S3 2x60 JP CEET DT TAR {CS} [81579625] (4015400682875),4015400682875,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81580677,PA PT DT0 S4 2X52 JP CEET DT TAR {CS} [81580677] (4015400672838),4015400672838,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81580679,PA PT DT0 S5 2X48 JP CEET DT TAR {CS} [81580679] (4015400672876),4015400672876,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81580682,PA PT DT0 S6 2X44 JP CEET DT TAR {CS} [81580682] (4015400674016),4015400674016,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81530043,Pampers Pants DT0 S4 1x104 MB CEET NOV {CS} [81530043] (4015400697206),4015400697206,0,0,0,r,DPR,Pants Mainline,Pants Mainline Mega Box,Pants Mainline Mega Box,2018.01.01,2019.12.31,,
81544142,Pampers Pants DT0 S6 1x88 MB CEET TAR {CS} [81544142] (4015400697268),4015400697268,0,0,0,r,DPR,Pants Mainline,Pants Mainline Mega Box,Pants Mainline Mega Box,2018.01.01,2019.12.31,,
81544143,Pampers Pants DT0 S6 1x88 MB CEET NOV {CS} [81544143] (4015400697268),4015400697268,0,0,0,r,DPR,Pants Mainline,Pants Mainline Mega Box,Pants Mainline Mega Box,2018.01.01,2019.12.31,,
81547290,PA PT DT0 S3 1x120 MB CEEMEA TAR wo EE {CS} [81547290] (4015400697176),4015400697176,0,0,0,r,DPR,Pants Mainline,Pants Mainline Mega Box,Pants Mainline Mega Box,2018.01.01,2019.12.31,,
81547291,PA PT DT0 S4 1x104 MB CEEMEA TAR wo EE {CS} [81547291] (4015400697206),4015400697206,0,0,0,r,DPR,Pants Mainline,Pants Mainline Mega Box,Pants Mainline Mega Box,2018.01.01,2019.12.31,,
81547292,PA PT DT0 S5 1x96 MB CEEMEA TAR wo EE {CS} [81547292] (4015400697237),4015400697237,0,0,0,r,DPR,Pants Mainline,Pants Mainline Mega Box,Pants Mainline Mega Box,2018.01.01,2019.12.31,,
81579626,PA PT DT0 S3 1x120 MB CEET DT TAR {CS} [81579626] (4015400697176),4015400697176,0,0,0,r,DPR,Pants Mainline,Pants Mainline Mega Box,Pants Mainline Mega Box,2018.01.01,2019.12.31,,
81479495,Pampers Pants DT0 S6 4X19 CP CEEMEA L8PP {CS} [81479495] (4015400673361),4015400673361,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81480087,PAMPERS PANTS DT0 S5 4X22 CP CEEMEA TAR {CS} [81480087] (4015400672654),4015400672654,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81480091,Pampers Pants DT0 S4 2X52 JP CEEMEA TAR {CS} [81480091] (4015400672838),4015400672838,0,0,0,r,DPR,Pants Mainline,Pants Mainline Jumbo Pack,Pants Mainline Jumbo Pack,2018.01.01,2019.12.31,,
81541182,Pampers PT DT0 S4 4X24 CP CEEMEA TAR V2 {CS} [81541182] (4015400672616),4015400672616,0,0,0,r,DPR,Pants Mainline,Pants Mainline Carry Pack,Pants Mainline Carry Pack,2018.01.01,2019.12.31,,
81486924,Pampers Pants DT05 S4 1x22 CB CEEMEA TAR {CS} [81486924] (4015400680093),4015400680093,0,0,0,r,DPR,Pants Premium,Pants Premium Carry Pack,Pants Premium Carry Pack,2018.01.01,2019.12.31,,
81486932,Pampers Pants DT05 S5 1x20 CB CEEMEA TAR {CS} [81486932] (4015400680161),4015400680161,0,0,0,r,DPR,Pants Premium,Pants Premium Carry Pack,Pants Premium Carry Pack,2018.01.01,2019.12.31,,
81486922,Pampers Pants DT05 S4 1x44 VB CEEMEA TAR {CS} [81486922] (4015400680079),4015400680079,0,0,0,r,DPR,Pants Premium,Pants Premium Value Pack,Pants Premium Value Pack,2018.01.01,2019.12.31,,
81486928,Pampers Pants DT05 S5 1x40 VB CEEMEA TAR {CS} [81486928] (4015400680147),4015400680147,0,0,0,r,DPR,Pants Premium,Pants Premium Value Pack,Pants Premium Value Pack,2018.01.01,2019.12.31,,
81531175,PA PC BF6 S4 2x66 JP CEE TAR {CS} [81531175] (4015400507512),4015400507512,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81531177,PA PC BF6 S5 2x56 JP CEE TAR {CS} [81531177] (4015400507543),4015400507543,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81532778,PA PC BF6 S3 2x80 JP CEE TAR {CS} [81532778] (4015400507482),4015400507482,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81534452,PA PC BF6 S2 2x96 JP CEE TAR {CS} [81534452] (4015400743231),4015400743231,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81588417,PA PC BF6 S3 2x80 JP CEE EUS {CS} [81588417] (4015400507482),4015400507482,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81611064,PA PC PRNC S2 2x96 JP CE TAR {CS} [81611064] (4015400743231),4015400743231,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81611065,PA PC PRNC S3 2x80 JP CE TAR {CS} [81611065] (4015400507482),4015400507482,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81611066,PA PC PRNC S4 2x66 JP CE TAR {CS} [81611066] (4015400507512),4015400507512,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81611067,PA PC PRNC S5 2x56 JP CE TAR {CS} [81611067] (4015400507543),4015400507543,0,0,0,r,DPR,Premium,Premium Jumbo Pack,Premium Jumbo Pack,2018.01.01,2019.12.31,,
81532772,PA PC BF6 S3 1x120 MB CEE TAR {CS} [81532772] (4015400489368),4015400489368,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81532773,PA PC BF6 S4 1x104 MB CEE TAR {CS} [81532773] (4015400489375),4015400489375,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
81532774,PA PC BF6 S5 1x88 MB CEE TAR {CS} [81532774] (4015400541806),4015400541806,0,0,0,r,DPR,Premium,Premium Mega Box,Premium Mega Box,2018.01.01,2019.12.31,,
